transaction_id,data,valor,hora,categoria,categoria_cod,qtd_transacoes_24h,is_fraud
TXN_OUT_000378,2025-10,2154.7857708524048,16,eletronicos,7,6,1
TXN_OUT_000379,2025-10,136.87060767161645,19,eletronicos,7,1,0
TXN_OUT_000380,2025-10,333.99365164609,22,assinatura,9,1,0
TXN_OUT_000381,2025-10,437.7786380461709,18,restaurante,5,1,0
TXN_OUT_000382,2025-10,121.1718915606965,10,farmacia,2,3,0
TXN_OUT_000383,2025-10,1424.195704708012,18,eletronicos,7,6,0
TXN_OUT_000384,2025-10,304.922971215289,22,livros,8,1,0
TXN_OUT_000385,2025-10,621.3450131729013,14,lazer,6,2,0
TXN_OUT_000386,2025-10,158.79492113703594,13,farmacia,2,1,0
TXN_OUT_000387,2025-10,472.8857605093481,23,assinatura,9,2,0
TXN_OUT_000388,2025-10,141.68964837481064,15,alimentacao,1,3,0
TXN_OUT_000389,2025-10,938.4756830977975,8,supermercado,10,6,0
TXN_OUT_000390,2025-10,1181.7165568903017,13,eletronicos,7,5,0
TXN_OUT_000391,2025-10,1067.8796677477942,17,eletronicos,7,4,0
TXN_OUT_000392,2025-10,205.77014186790427,15,transporte,3,2,0
TXN_OUT_000393,2025-10,262.20982750784395,12,vestuario,4,3,0
TXN_OUT_000394,2025-10,39.92065917446852,11,alimentacao,1,4,0
TXN_OUT_000395,2025-10,334.0936631586517,15,lazer,6,2,0
TXN_OUT_000396,2025-10,197.08292297689184,23,eletronicos,7,1,0
TXN_OUT_000397,2025-10,1682.8568868384807,14,vestuario,4,5,0
TXN_OUT_000398,2025-10,95.22304751815003,11,farmacia,2,2,0
TXN_OUT_000399,2025-10,165.5162445492262,11,transporte,3,3,0
TXN_OUT_000400,2025-10,438.74592415405584,14,restaurante,5,4,0
TXN_OUT_000401,2025-10,145.37555668927394,9,farmacia,2,2,0
TXN_OUT_000402,2025-10,181.66939651006342,16,vestuario,4,4,0
TXN_OUT_000403,2025-10,330.3621786803244,18,lazer,6,6,0
TXN_OUT_000404,2025-10,202.7775966989608,11,transporte,3,5,0
TXN_OUT_000405,2025-10,660.2609783812359,15,lazer,6,3,0
TXN_OUT_000406,2025-10,2000.0,1,viagem,12,14,1
TXN_OUT_000407,2025-10,70.44458246931676,9,alimentacao,1,2,0
TXN_OUT_000408,2025-10,237.6795727532975,14,lazer,6,3,0
TXN_OUT_000409,2025-10,316.2253768738708,21,livros,8,2,0
TXN_OUT_000410,2025-10,137.7480376731828,17,alimentacao,1,1,0
TXN_OUT_000411,2025-10,122.29014716822265,13,lazer,6,5,0
TXN_OUT_000412,2025-10,1220.4902932386742,4,eletronicos,7,5,0
TXN_OUT_000413,2025-10,724.2696905733094,18,lazer,6,4,0
TXN_OUT_000414,2025-10,125.22357134783985,14,transporte,3,2,0
TXN_OUT_000415,2025-10,146.3191573272559,23,assinatura,9,1,0
TXN_OUT_000416,2025-10,131.16927101825615,8,transporte,3,2,0
TXN_OUT_000417,2025-10,65.95182708740175,11,alimentacao,1,4,0
TXN_OUT_000418,2025-10,120.2005050986992,9,alimentacao,1,2,0
TXN_OUT_000419,2025-10,1008.3923707934354,3,vestuario,4,6,0
TXN_OUT_000420,2025-10,727.1477726266389,20,vestuario,4,3,0
TXN_OUT_000421,2025-10,178.98587110629018,9,farmacia,2,1,0
TXN_OUT_000422,2025-10,510.23825768433346,22,livros,8,2,0
TXN_OUT_000423,2025-10,67.04773942356024,14,alimentacao,1,1,0
TXN_OUT_000424,2025-10,484.65448837545154,19,livros,8,2,0
TXN_OUT_000425,2025-10,4495.299415229175,2,joias,11,10,1
TXN_OUT_000426,2025-10,510.32914265752316,19,assinatura,9,1,0
TXN_OUT_000427,2025-10,866.144196640196,16,lazer,6,3,0
TXN_OUT_000428,2025-10,357.852585267315,20,lazer,6,5,0
TXN_OUT_000429,2025-10,135.365462289779,22,eletronicos,7,3,0
TXN_OUT_000430,2025-10,145.69589062315097,14,transporte,3,4,0
TXN_OUT_000431,2025-10,1568.7456791398888,14,eletronicos,7,6,0
TXN_OUT_000432,2025-10,806.1082009518319,19,livros,8,1,0
TXN_OUT_000433,2025-10,109.58871375724802,16,transporte,3,3,0
TXN_OUT_000434,2025-10,800.0,16,supermercado,10,8,1
TXN_OUT_000435,2025-10,2568.1755710105335,0,eletronicos,7,9,1
TXN_OUT_000436,2025-10,100.32362178608399,17,vestuario,4,2,0
TXN_OUT_000437,2025-10,245.88815739799276,13,restaurante,5,1,0
TXN_OUT_000438,2025-10,153.33593625283962,13,farmacia,2,1,0
TXN_OUT_000439,2025-10,358.4673789615182,22,eletronicos,7,1,0
TXN_OUT_000440,2025-10,218.0518746237994,11,farmacia,2,2,0
TXN_OUT_000441,2025-10,99.05436556153141,16,farmacia,2,2,0
TXN_OUT_000442,2025-10,213.08355966548174,20,assinatura,9,1,0
TXN_OUT_000443,2025-10,106.06941055442636,10,alimentacao,1,3,0
TXN_OUT_000444,2025-10,316.08682276215063,19,eletronicos,7,4,0
TXN_OUT_000445,2025-10,57.792969263482476,12,transporte,3,5,0
TXN_OUT_000446,2025-10,506.7799557973882,20,lazer,6,1,0
TXN_OUT_000447,2025-10,596.8513133359143,22,assinatura,9,1,0
TXN_OUT_000448,2025-10,541.3374667585142,14,restaurante,5,4,0
TXN_OUT_000449,2025-10,214.76848422478267,20,eletronicos,7,5,0
TXN_OUT_000450,2025-10,10.860673027269517,13,transporte,3,2,0
TXN_OUT_000451,2025-10,524.7031733119856,23,livros,8,3,0
TXN_OUT_000452,2025-10,82.93701506225722,13,farmacia,2,1,0
TXN_OUT_000453,2025-10,332.7867031895933,23,eletronicos,7,6,0
TXN_OUT_000454,2025-10,3712.6198809003363,0,joias,11,16,1
TXN_OUT_000455,2025-10,500.0,2,supermercado,10,12,0
TXN_OUT_000456,2025-10,47.55951850950704,11,farmacia,2,2,0
TXN_OUT_000457,2025-10,807.2292214654819,4,supermercado,10,3,0
TXN_OUT_000458,2025-10,761.5686367942169,19,supermercado,10,10,0
TXN_OUT_000459,2025-10,58.28864716710653,17,transporte,3,3,0
TXN_OUT_000460,2025-10,91.93646343244284,15,farmacia,2,3,0
TXN_OUT_000461,2025-10,461.1087584428735,14,alimentacao,1,1,0
TXN_OUT_000462,2025-10,514.1100337462415,13,vestuario,4,1,0
TXN_OUT_000463,2025-10,282.62351264833984,16,lazer,6,2,0
TXN_OUT_000464,2025-10,309.43843733288696,12,alimentacao,1,5,0
TXN_OUT_000465,2025-10,91.54901884830076,8,farmacia,2,2,0
TXN_OUT_000466,2025-10,239.03722098471147,12,transporte,3,3,0
TXN_OUT_000467,2025-10,214.1296168536936,15,restaurante,5,3,0
TXN_OUT_000468,2025-10,109.23039532987009,8,transporte,3,3,0
TXN_OUT_000469,2025-10,662.0677653497024,16,restaurante,5,3,0
TXN_OUT_000470,2025-10,156.19330674820918,16,transporte,3,3,0
TXN_OUT_000471,2025-10,205.01235821559573,16,transporte,3,1,0
TXN_OUT_000472,2025-10,630.1110922430056,19,lazer,6,3,0
TXN_OUT_000473,2025-10,389.0526454958466,19,assinatura,9,3,0
TXN_OUT_000474,2025-10,503.186380607767,5,vestuario,4,4,0
TXN_OUT_000475,2025-10,223.26955269771412,10,alimentacao,1,2,0
TXN_OUT_000476,2025-10,100.0,13,restaurante,5,4,0
TXN_OUT_000477,2025-10,86.41498931392952,9,transporte,3,4,0
TXN_OUT_000478,2025-10,64.2791936818569,12,farmacia,2,1,0
TXN_OUT_000479,2025-10,418.9672621250929,20,eletronicos,7,5,0
TXN_OUT_000480,2025-10,3943.4964833143813,0,eletronicos,7,10,1
TXN_OUT_000481,2025-10,733.7315449905051,20,eletronicos,7,3,0
TXN_OUT_000482,2025-10,16.267782054221584,13,alimentacao,1,2,0
TXN_OUT_000483,2025-10,17.414908710027312,12,farmacia,2,1,0
TXN_OUT_000484,2025-10,442.07635825615574,23,eletronicos,7,1,0
TXN_OUT_000485,2025-10,411.21086005537205,23,assinatura,9,2,0
TXN_OUT_000486,2025-10,149.7998196152902,15,restaurante,5,3,0
TXN_OUT_000487,2025-10,57.53006198412542,8,farmacia,2,1,0
TXN_OUT_000488,2025-10,416.7298484402256,15,lazer,6,4,0
TXN_OUT_000489,2025-10,63.53647114968506,15,farmacia,2,2,0
TXN_OUT_000490,2025-10,798.5092926644292,6,vestuario,4,4,0
TXN_OUT_000491,2025-10,30.024434467021077,11,alimentacao,1,2,0
TXN_OUT_000492,2025-10,5352.080010798405,5,eletronicos,7,13,1
TXN_OUT_000493,2025-10,94.9929793358829,9,alimentacao,1,1,0
TXN_OUT_000494,2025-10,157.66481656023697,14,vestuario,4,2,0
TXN_OUT_000495,2025-10,423.71885534293216,15,vestuario,4,5,0
TXN_OUT_000496,2025-10,608.5591566846095,19,eletronicos,7,3,0
TXN_OUT_000497,2025-10,63.45096347224575,17,farmacia,2,1,0
TXN_OUT_000498,2025-10,775.6451263666132,22,eletronicos,7,4,0
TXN_OUT_000499,2025-10,128.39382035123015,19,restaurante,5,4,0
TXN_OUT_000500,2025-10,1633.2953357600782,7,supermercado,10,6,0
TXN_OUT_000501,2025-10,242.3305599854745,12,alimentacao,1,1,0
TXN_OUT_000502,2025-10,1113.364822300277,17,vestuario,4,3,0
TXN_OUT_000503,2025-10,329.12072107110566,23,eletronicos,7,2,0
TXN_OUT_000504,2025-10,526.1996678234528,13,supermercado,10,6,0
TXN_OUT_000505,2025-10,1021.6059987864965,16,vestuario,4,6,1
TXN_OUT_000506,2025-10,310.41036919519246,21,livros,8,1,0
TXN_OUT_000507,2025-10,178.53073395013328,8,farmacia,2,1,0
TXN_OUT_000508,2025-10,864.5959173124496,17,vestuario,4,8,1
TXN_OUT_000509,2025-10,100.0,21,lazer,6,4,0
TXN_OUT_000510,2025-10,123.3828546123019,16,farmacia,2,1,0
TXN_OUT_000511,2025-10,26.07841169978899,9,transporte,3,4,0
TXN_OUT_000512,2025-10,42.24284607700183,11,alimentacao,1,1,0
TXN_OUT_000513,2025-10,205.3113325973372,22,livros,8,4,0
TXN_OUT_000514,2025-10,4987.143485017854,5,eletronicos,7,12,1
TXN_OUT_000515,2025-10,958.3896574467277,12,eletronicos,7,5,0
TXN_OUT_000516,2025-10,245.31939724859546,16,restaurante,5,2,0
TXN_OUT_000517,2025-10,83.84174761167344,16,transporte,3,6,0
TXN_OUT_000518,2025-10,604.6054473459233,22,supermercado,10,7,0
TXN_OUT_000519,2025-10,293.9093912637805,18,vestuario,4,6,0
TXN_OUT_000520,2025-10,1581.9767869892657,3,eletronicos,7,6,0
TXN_OUT_000521,2025-10,22.90975285840359,16,alimentacao,1,5,0
TXN_OUT_000522,2025-10,1195.0456712279067,0,supermercado,10,6,0
TXN_OUT_000523,2025-10,481.84052488099104,18,vestuario,4,4,0
TXN_OUT_000524,2025-10,157.11892967879785,15,restaurante,5,5,0
TXN_OUT_000525,2025-10,573.3499290074136,19,restaurante,5,3,0
TXN_OUT_000526,2025-10,103.640258975921,9,farmacia,2,1,0
TXN_OUT_000527,2025-10,23.62934292642744,13,farmacia,2,5,0
TXN_OUT_000528,2025-10,100.0,13,vestuario,4,4,0
TXN_OUT_000529,2025-10,114.27140415235526,22,livros,8,5,0
TXN_OUT_000530,2025-10,128.38100563853635,18,lazer,6,3,0
TXN_OUT_000531,2025-10,2871.158401925301,16,vestuario,4,9,1
TXN_OUT_000532,2025-10,108.84045248832994,13,transporte,3,1,0
TXN_OUT_000533,2025-10,171.29332942949554,20,lazer,6,2,0
TXN_OUT_000534,2025-10,100.0,13,vestuario,4,4,0
TXN_OUT_000535,2025-10,2303.6502425157328,1,joias,11,10,1
TXN_OUT_000536,2025-10,817.585170550773,13,supermercado,10,2,0
TXN_OUT_000537,2025-10,182.09658843770742,15,vestuario,4,1,0
TXN_OUT_000538,2025-10,185.95133602327812,12,alimentacao,1,4,0
TXN_OUT_000539,2025-10,6579.716870984894,0,eletronicos,7,8,1
TXN_OUT_000540,2025-10,65.6479237572147,10,farmacia,2,1,0
TXN_OUT_000541,2025-10,232.8654355876517,22,assinatura,9,1,0
TXN_OUT_000542,2025-10,225.05955453693605,18,vestuario,4,1,0
TXN_OUT_000543,2025-10,437.2250248966451,12,restaurante,5,4,0
TXN_OUT_000544,2025-10,678.5334485985207,21,eletronicos,7,1,0
TXN_OUT_000545,2025-10,400.3239676655941,13,vestuario,4,3,0
TXN_OUT_000546,2025-10,271.46739185053315,14,vestuario,4,1,0
TXN_OUT_000547,2025-10,500.0,21,vestuario,4,6,0
TXN_OUT_000548,2025-10,800.0,19,supermercado,10,5,1
TXN_OUT_000549,2025-10,3000.0,5,eletronicos,7,24,1
TXN_OUT_000550,2025-10,82.04966047869677,12,transporte,3,1,0
TXN_OUT_000551,2025-10,57.89067738553303,13,alimentacao,1,3,0
TXN_OUT_000552,2025-10,61.7000045949144,11,alimentacao,1,3,0
TXN_OUT_000553,2025-10,324.1660416385111,13,restaurante,5,2,0
TXN_OUT_000554,2025-10,135.50270092568493,9,farmacia,2,3,0
TXN_OUT_000555,2025-10,580.7713205307906,21,assinatura,9,4,0
TXN_OUT_000556,2025-10,1494.6272389592605,21,supermercado,10,4,0
TXN_OUT_000557,2025-10,4819.653617772761,4,joias,11,12,1
TXN_OUT_000558,2025-10,260.1316330192569,11,farmacia,2,2,0
TXN_OUT_000559,2025-10,626.717872135693,5,supermercado,10,10,0
TXN_OUT_000560,2025-10,86.91039650326618,8,alimentacao,1,1,0
TXN_OUT_000561,2025-10,3832.974670779027,23,viagem,12,14,1
TXN_OUT_000562,2025-10,646.1398705175624,15,vestuario,4,1,0
TXN_OUT_000563,2025-10,182.86256440529536,16,restaurante,5,8,0
TXN_OUT_000564,2025-10,75.3129001556298,11,transporte,3,3,0
TXN_OUT_000565,2025-10,275.6083891147945,18,lazer,6,4,0
TXN_OUT_000566,2025-10,1796.7710716422869,19,supermercado,10,10,1
TXN_OUT_000567,2025-10,302.954084009445,12,lazer,6,6,0
TXN_OUT_000568,2025-10,557.073122866224,18,restaurante,5,3,0
TXN_OUT_000569,2025-10,217.2127655328579,12,alimentacao,1,1,0
TXN_OUT_000570,2025-10,191.988206789497,21,assinatura,9,4,0
TXN_OUT_000571,2025-10,504.2785142047134,23,livros,8,1,0
TXN_OUT_000572,2025-10,521.5407008244155,21,livros,8,6,0
TXN_OUT_000573,2025-10,254.3105704706342,22,eletronicos,7,1,0
TXN_OUT_000574,2025-10,113.4553977377133,12,alimentacao,1,3,0
TXN_OUT_000575,2025-10,813.0331145234528,13,restaurante,5,3,0
TXN_OUT_000576,2025-10,322.09259332840213,11,transporte,3,3,0
TXN_OUT_000577,2025-10,644.0383327465536,21,eletronicos,7,1,0
TXN_OUT_000578,2025-10,5912.913120466918,5,joias,11,16,1
TXN_OUT_000579,2025-10,2752.0269507134353,0,viagem,12,16,1
TXN_OUT_000580,2025-10,574.925574398183,22,livros,8,4,0
TXN_OUT_000581,2025-10,5755.683146004285,4,joias,11,10,1
TXN_OUT_000582,2025-10,270.98607588222774,23,assinatura,9,3,0
TXN_OUT_000583,2025-10,103.71660127330884,17,farmacia,2,3,0
TXN_OUT_000584,2025-10,513.301859052753,14,lazer,6,4,0
TXN_OUT_000585,2025-10,154.66938158557858,12,transporte,3,2,0
TXN_OUT_000586,2025-10,158.63632208752495,19,eletronicos,7,1,0
TXN_OUT_000587,2025-10,900.5040727503033,5,supermercado,10,5,0
TXN_OUT_000588,2025-10,18.61668332954176,17,farmacia,2,3,0
TXN_OUT_000589,2025-10,45.303850101128916,8,farmacia,2,2,0
TXN_OUT_000590,2025-10,3000.0,2,joias,11,20,1
TXN_OUT_000591,2025-10,206.23817327515536,14,lazer,6,4,0
TXN_OUT_000592,2025-10,1728.1384596160842,13,eletronicos,7,5,1
TXN_OUT_000593,2025-10,142.51825877096596,22,eletronicos,7,3,0
TXN_OUT_000594,2025-10,1762.9356304451505,22,supermercado,10,3,0
TXN_OUT_000595,2025-10,57.45009691945006,12,farmacia,2,4,0
TXN_OUT_000596,2025-10,1182.8039548876097,10,supermercado,10,2,0
TXN_OUT_000597,2025-10,1695.7097918805657,13,supermercado,10,6,1
TXN_OUT_000598,2025-10,429.89348130611603,16,vestuario,4,3,0
TXN_OUT_000599,2025-10,559.761642581457,17,restaurante,5,4,0
TXN_OUT_000600,2025-10,354.2577870526768,17,lazer,6,1,0
TXN_OUT_000601,2025-10,104.69042919002172,16,transporte,3,1,0
TXN_OUT_000602,2025-10,68.89684335407145,13,farmacia,2,1,0
TXN_OUT_000603,2025-10,651.5887213962939,23,livros,8,1,0
TXN_OUT_000604,2025-10,270.588525043582,21,assinatura,9,1,0
TXN_OUT_000605,2025-10,221.19146375547405,19,assinatura,9,3,0
TXN_OUT_000606,2025-10,123.34784033244048,16,lazer,6,3,0
TXN_OUT_000607,2025-10,1052.2982996862283,21,livros,8,1,0
TXN_OUT_000608,2025-10,185.0169001551463,8,transporte,3,2,0
TXN_OUT_000609,2025-10,1838.9706916611779,14,supermercado,10,7,0
TXN_OUT_000610,2025-10,165.03673084862572,14,vestuario,4,1,0
TXN_OUT_000611,2025-10,97.04670652807837,11,alimentacao,1,3,0
TXN_OUT_000612,2025-10,100.0,13,restaurante,5,4,0
TXN_OUT_000613,2025-10,449.8338681477667,23,assinatura,9,1,0
TXN_OUT_000614,2025-10,1079.944072262264,17,supermercado,10,7,0
TXN_OUT_000615,2025-10,1716.708512999407,15,vestuario,4,7,0
TXN_OUT_000616,2025-10,276.68735958615366,17,vestuario,4,6,0
TXN_OUT_000617,2025-10,564.9056751422792,22,assinatura,9,2,0
TXN_OUT_000618,2025-10,280.88562651478964,17,restaurante,5,2,0
TXN_OUT_000619,2025-10,665.5581822604279,15,restaurante,5,2,0
TXN_OUT_000620,2025-10,500.0,23,eletronicos,7,5,0
TXN_OUT_000621,2025-10,671.8400882386313,20,assinatura,9,6,0
TXN_OUT_000622,2025-10,267.75917958007676,18,lazer,6,4,0
TXN_OUT_000623,2025-10,35.92775504874235,11,farmacia,2,2,0
TXN_OUT_000624,2025-10,2000.0,22,eletronicos,7,11,1
TXN_OUT_000625,2025-10,735.3806057367724,16,supermercado,10,9,0
TXN_OUT_000626,2025-10,112.9670574573368,23,assinatura,9,3,0
TXN_OUT_000627,2025-10,209.02827904565683,18,vestuario,4,2,0
TXN_OUT_000628,2025-10,59.647700394406925,13,transporte,3,2,0
TXN_OUT_000629,2025-10,458.73204683879055,23,assinatura,9,2,0
TXN_OUT_000630,2025-10,151.63817462109392,9,alimentacao,1,3,0
TXN_OUT_000631,2025-10,4784.834275160105,3,joias,11,22,1
TXN_OUT_000632,2025-10,281.13344070270625,10,farmacia,2,1,0
TXN_OUT_000633,2025-10,824.8164520685527,21,restaurante,5,4,0
TXN_OUT_000634,2025-10,103.68342316066766,17,alimentacao,1,3,0
TXN_OUT_000635,2025-10,56.224337465000104,15,alimentacao,1,1,0
TXN_OUT_000636,2025-10,3255.236773540069,0,eletronicos,7,15,1
TXN_OUT_000637,2025-10,3000.0,5,eletronicos,7,12,1
TXN_OUT_000638,2025-10,98.57282245437051,11,farmacia,2,3,0
TXN_OUT_000639,2025-10,525.1822524662066,20,eletronicos,7,2,0
TXN_OUT_000640,2025-10,926.3569414967262,9,supermercado,10,4,0
TXN_OUT_000641,2025-10,124.73581828688364,9,transporte,3,3,0
TXN_OUT_000642,2025-10,100.0,16,lazer,6,5,0
TXN_OUT_000643,2025-10,2015.604223147704,1,viagem,12,14,1
TXN_OUT_000644,2025-10,4744.222743033487,1,joias,11,12,1
TXN_OUT_000645,2025-10,3744.3172202631263,5,eletronicos,7,14,1
TXN_OUT_000646,2025-10,210.95579448640765,17,farmacia,2,2,0
TXN_OUT_000647,2025-10,162.6643768106393,8,transporte,3,1,0
TXN_OUT_000648,2025-10,213.51733936060336,13,restaurante,5,3,0
TXN_OUT_000649,2025-10,637.02428827955,13,restaurante,5,2,0
TXN_OUT_000650,2025-10,820.4963795379783,3,vestuario,4,4,0
TXN_OUT_000651,2025-10,482.8201603466318,23,assinatura,9,4,0
TXN_OUT_000652,2025-10,356.38771844087535,17,restaurante,5,1,0
TXN_OUT_000653,2025-10,245.87971924208722,18,vestuario,4,1,0
TXN_OUT_000654,2025-10,1283.7220952594314,17,supermercado,10,5,0
TXN_OUT_000655,2025-10,117.51724450186738,15,transporte,3,3,0
TXN_OUT_000656,2025-10,490.5837595196363,19,assinatura,9,1,0
TXN_OUT_000657,2025-10,2000.0,2,viagem,12,9,1
TXN_OUT_000658,2025-10,278.7128513808203,17,farmacia,2,5,0
TXN_OUT_000659,2025-10,87.60562418745265,9,transporte,3,4,0
TXN_OUT_000660,2025-10,274.5125248009254,10,transporte,3,1,0
TXN_OUT_000661,2025-10,320.1391750112368,20,lazer,6,2,0
TXN_OUT_000662,2025-10,410.4119963732386,16,vestuario,4,2,0
TXN_OUT_000663,2025-10,97.4843376504536,14,alimentacao,1,1,0
TXN_OUT_000664,2025-10,400.29930062901354,13,vestuario,4,1,0
TXN_OUT_000665,2025-10,1007.7123328490532,8,supermercado,10,5,0
TXN_OUT_000666,2025-10,177.17772958225515,9,farmacia,2,4,0
TXN_OUT_000667,2025-10,1965.9379823170684,16,vestuario,4,3,0
TXN_OUT_000668,2025-10,40.475308294533534,9,farmacia,2,3,0
TXN_OUT_000669,2025-10,67.86468010445394,9,alimentacao,1,2,0
TXN_OUT_000670,2025-10,119.70140957203681,13,lazer,6,3,0
TXN_OUT_000671,2025-10,1720.4244147276675,15,vestuario,4,5,0
TXN_OUT_000672,2025-10,578.5968810057152,18,restaurante,5,2,0
TXN_OUT_000673,2025-10,799.1804824555705,12,restaurante,5,1,0
TXN_OUT_000674,2025-10,116.96552297001719,9,farmacia,2,1,0
TXN_OUT_000675,2025-10,157.47519090337036,17,farmacia,2,1,0
TXN_OUT_000676,2025-10,217.88132441457412,19,livros,8,3,0
TXN_OUT_000677,2025-10,106.11343761410834,14,farmacia,2,2,0
TXN_OUT_000678,2025-10,305.99412243108594,12,lazer,6,5,0
TXN_OUT_000679,2025-10,3096.297814069158,1,joias,11,13,1
TXN_OUT_000680,2025-10,371.63626723549936,22,eletronicos,7,1,0
TXN_OUT_000681,2025-10,570.2693437493223,17,restaurante,5,2,0
TXN_OUT_000682,2025-10,327.81506437913714,21,lazer,6,4,0
TXN_OUT_000683,2025-10,1476.2483692333792,4,eletronicos,7,7,0
TXN_OUT_000684,2025-10,863.6106624025466,3,eletronicos,7,7,0
TXN_OUT_000685,2025-10,616.7567987312316,16,vestuario,4,4,0
TXN_OUT_000686,2025-10,1309.8909630600194,16,supermercado,10,2,0
TXN_OUT_000687,2025-10,1546.1765694650912,11,eletronicos,7,2,0
TXN_OUT_000688,2025-10,386.44980262138034,19,livros,8,1,0
TXN_OUT_000689,2025-10,847.9295412034661,7,vestuario,4,6,0
TXN_OUT_000690,2025-10,76.8125027269241,9,alimentacao,1,3,0
TXN_OUT_000691,2025-10,156.31198864594373,16,alimentacao,1,2,0
TXN_OUT_000692,2025-10,509.47166385280497,17,lazer,6,4,0
TXN_OUT_000693,2025-10,342.28556586744406,20,vestuario,4,4,0
TXN_OUT_000694,2025-10,321.2685250584416,23,assinatura,9,1,0
TXN_OUT_000695,2025-10,1176.0877727840113,17,eletronicos,7,3,0
TXN_OUT_000696,2025-10,62.58203351470133,9,transporte,3,2,0
TXN_OUT_000697,2025-10,198.07492249550944,22,assinatura,9,4,0
TXN_OUT_000698,2025-10,287.7746166615793,16,restaurante,5,2,0
TXN_OUT_000699,2025-10,20.014989894599466,10,farmacia,2,1,0
TXN_OUT_000700,2025-10,5061.251533395744,1,joias,11,14,1
TXN_OUT_000701,2025-10,1426.9937919879696,16,vestuario,4,8,1
TXN_OUT_000702,2025-10,65.1168392684445,15,farmacia,2,1,0
TXN_OUT_000703,2025-10,3808.0581349883055,2,joias,11,17,1
TXN_OUT_000704,2025-10,107.7096504287328,11,transporte,3,1,0
TXN_OUT_000705,2025-10,155.9155335637202,19,livros,8,1,0
TXN_OUT_000706,2025-10,540.1224324132528,13,lazer,6,3,0
TXN_OUT_000707,2025-10,1218.3350970567978,14,lazer,6,2,0
TXN_OUT_000708,2025-10,49.54737667975716,8,farmacia,2,2,0
TXN_OUT_000709,2025-10,166.12872877136158,9,farmacia,2,4,0
TXN_OUT_000710,2025-10,381.4535116334047,13,restaurante,5,2,0
TXN_OUT_000711,2025-10,417.086703815136,21,assinatura,9,2,0
TXN_OUT_000712,2025-10,800.2354148960529,21,restaurante,5,2,0
TXN_OUT_000713,2025-10,187.12147913194622,17,alimentacao,1,1,0
TXN_OUT_000714,2025-10,419.605748467675,17,vestuario,4,4,0
TXN_OUT_000715,2025-10,102.97271652646042,9,farmacia,2,4,0
TXN_OUT_000716,2025-10,532.1295415398687,12,eletronicos,7,4,0
TXN_OUT_000717,2025-10,98.95814873641588,9,farmacia,2,1,0
TXN_OUT_000718,2025-10,197.0660284732141,8,transporte,3,3,0
TXN_OUT_000719,2025-10,154.28643191006813,20,assinatura,9,4,0
TXN_OUT_000720,2025-10,295.8807922455305,11,alimentacao,1,4,0
TXN_OUT_000721,2025-10,1081.2593408901353,20,supermercado,10,6,0
TXN_OUT_000722,2025-10,59.71748310252841,17,transporte,3,1,0
TXN_OUT_000723,2025-10,327.9288000401468,23,assinatura,9,1,0
TXN_OUT_000724,2025-10,209.67512629568012,19,assinatura,9,2,0
TXN_OUT_000725,2025-10,534.9027508752105,13,restaurante,5,1,0
TXN_OUT_000726,2025-10,73.03912881951925,15,farmacia,2,1,0
TXN_OUT_000727,2025-10,540.8770415726918,18,restaurante,5,2,0
TXN_OUT_000728,2025-10,156.10584325049695,17,vestuario,4,2,0
TXN_OUT_000729,2025-10,245.1157945580144,12,restaurante,5,2,0
TXN_OUT_000730,2025-10,118.38184849395621,15,transporte,3,5,0
TXN_OUT_000731,2025-10,205.68777791055584,19,restaurante,5,2,0
TXN_OUT_000732,2025-10,183.7920943637093,10,alimentacao,1,1,0
TXN_OUT_000733,2025-10,136.7086496722227,12,alimentacao,1,4,0
TXN_OUT_000734,2025-10,393.5016534209993,16,lazer,6,1,0
TXN_OUT_000735,2025-10,237.69488030860353,17,vestuario,4,4,0
TXN_OUT_000736,2025-10,1055.6645872745162,1,vestuario,4,3,0
TXN_OUT_000737,2025-10,266.7422402560764,21,livros,8,4,0
TXN_OUT_000738,2025-10,67.37635466549906,10,transporte,3,1,0
TXN_OUT_000739,2025-10,129.31156993061765,15,farmacia,2,1,0
TXN_OUT_000740,2025-10,67.53794134644143,13,alimentacao,1,1,0
TXN_OUT_000741,2025-10,172.1223571301115,21,eletronicos,7,1,0
TXN_OUT_000742,2025-10,41.26369270288617,12,transporte,3,1,0
TXN_OUT_000743,2025-10,77.07019307217837,17,transporte,3,2,0
TXN_OUT_000744,2025-10,83.93115670807671,16,alimentacao,1,3,0
TXN_OUT_000745,2025-10,65.04449010242828,12,transporte,3,1,0
TXN_OUT_000746,2025-10,138.4680999033404,17,farmacia,2,2,0
TXN_OUT_000747,2025-10,252.02947313443613,21,vestuario,4,1,0
TXN_OUT_000748,2025-10,545.6582024298094,19,eletronicos,7,4,0
TXN_OUT_000749,2025-10,274.12265111363536,21,livros,8,2,0
TXN_OUT_000750,2025-10,339.60456667460267,22,livros,8,1,0
TXN_OUT_000751,2025-10,752.5503936392472,22,eletronicos,7,1,0
TXN_OUT_000752,2025-10,508.760280564187,22,vestuario,4,2,0
TXN_OUT_000753,2025-10,313.36260679063145,16,transporte,3,1,0
TXN_OUT_000754,2025-10,1106.45447472709,2,supermercado,10,5,0
TXN_OUT_000755,2025-10,109.36623443509335,8,alimentacao,1,2,0
TXN_OUT_000756,2025-10,153.3849924629346,21,vestuario,4,1,0
